objectid,title,creator,subject,signature,date,description,condition,scope and contents,provenance,source,identifier,relation,type,media,format,frame,size,rights,rightsstatement,fileid,object_location,image_small,image_thumb
jmz.517,Deer spirit,"McCombs, Solomon",Creek (culture or style),McCombs '80,1980,"An etching of a Native American hunter kneeling by a deer carcass with his hands up raised toward a spirit image of a deer in the sky. The hunter is facing left. Between the hunter and the carcass, there is a small campfire and the spirit image is appearing in the smoke from this fire. There is a bow and arrows on the ground to the left of the hunter and an arrow in the side of the deer carcass.",undamaged; museum mounting,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Gifted to Jack and Maxine Zarrow by Margarita McCombs, the artist's wife, Tulsa, OK, January 9, 1981, in appreciation for their kindness. From Mrs. McCombs' letter: ""January 9, 1981. Dear Mr. And Mrs. Zarrow, I write to you once more to thank you - this time for your kindness in sending us the delicious Christmas fruits, nuts, and chocolates. Your thoughtfulness put a special bright spot into our Christmas. My sister was hoping to get over to Gilcrease to meet you before she had to return to Washington, D.C. but there were so many details to attend to pertaining to Solomon's death that we were unable to return to the Gilcrease Museum. I am enclosing an etching of Solomon's. I hope you both like it. Again - thanks for the fruit. Sincerely, Margarita McCombs""","Zarrow Collection, Oklahoma State University Archives",jmz.517,,Image,Etching (printing process),image/png,,print: 10 1/4 x 7 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.517.png,/objects/jmz.517.png,/objects/small/jmz.517_sm.jpg,/objects/thumbs/jmz.517_th.jpg
jmz.518,Ribbon dance,"McCombs, Solomon",Creek (culture or style),"McCombs '78 (reproduction, lower center)",1978,"A reproduction of a painting of two women tying long ribbons in another woman's hair. The ribbons are extremely long and drag on the ground or swirl in the air. The women tying the ribbons face each other and are on either side of the other woman, who has her back to the viewer.",undamaged; cardboard backing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Gilcrease Museum Gift Shop, Tulsa, OK, March 19, 1981.","Zarrow Collection, Oklahoma State University Archives",jmz.518,,Image,Reproductions (derivative objects),image/png,,reproduction: 23 x 33 3/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.518.png,/objects/jmz.518.png,/objects/small/jmz.518_sm.jpg,/objects/thumbs/jmz.518_th.jpg
jmz.519,Sunflowers,"Wheete, Treva",,Treva Wheete - '35,1935,A silkscreen print of a stoneware jug holding three sunflowers.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Gifted to Jack and Maxine Zarrow by Mr. and Mrs. Gershon Fenster for the Zarrows' wedding, Tulsa, OK, 1947. On the back of the print: ""From Mr. and Mrs. Gershon Fenster - collectors, wedding gift to Mr. and Mrs. Jack Zarrow.""","Zarrow Collection, Oklahoma State University Archives",jmz.519,,Image,Screen printing,image/png,,print: 13 x 9 3/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.519.png,/objects/jmz.519.png,/objects/small/jmz.519_sm.jpg,/objects/thumbs/jmz.519_th.jpg
jmz.52,Cherokee woman warrior,"Hill, Joan",Creek (culture or style); Cherokee (culture or style),Joan Hill (CheaSeQuah) '69,1969,"A round painting of a woman wearing only a breechclout and moccasins. She is riding a rearing white horse while she holds a staff, or perhaps a lance, with a flag on it. She and the horse are facing right. In the background, there is a moon, hills, a river and trees. In the foreground, to the right of the horse, there are three flags.",undamaged; acidic mats; cardboard backing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from the Indian Paintbrush Gallery, Siloam Springs, AR, December 1980. Taped to the dust cover, from the artist Joan Hill: ""'Cherokee Woman Warrior' Ethnology records show several instances, in which the Indian woman joined her men, when many of the warriors had been slain in battle. They shed their own clothing, put on a loincloth and other accoutrements of the warrior and carried the lance into battle. One such incident and place is recorded in Cherokee and U.S. history as 'War Women's Creek' where several women were found among the dead warriors at battles end.""","Zarrow Collection, Oklahoma State University Archives",jmz.52,,Image,Tempera,image/png,Wood (plant material),framed: 21 x 21 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.52.png,/objects/jmz.52.png,/objects/small/jmz.52_sm.jpg,/objects/thumbs/jmz.52_th.jpg
jmz.520,Dinner still life,"Goings, Ralph",,"Ralph Goings (script, lower right)",,"A lithographic still life of a sugar container with salt and pepper shakers on either side with a metal napkin dispenser behind it. There is a ketchup bottle to the right of the dispenser, a common arrangement in a small town cafe.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Gifted to Jack and Maxine Zarrow at the Philbrook Museum's Realism Photorealism exhibition opening, Tulsa, OK, October 5, 1980.","Zarrow Collection, Oklahoma State University Archives",jmz.520,,Image,Lithographs,image/png,,print: 15 x 14 3/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.520.png,/objects/jmz.520.png,/objects/small/jmz.520_sm.jpg,/objects/thumbs/jmz.520_th.jpg
jmz.521,Constance West 1968,"Leslie, Alfred",,"Alfred Leslie 1980 (script, below image)",1980,A lithographic portrait of a young woman with her black hair parted in the center. Her hair is chin length and flares out at the sides. There is a circle drawn on the end of her nose. She is facing the viewer. The title and the artist's signature are written in large script at the bottom of the print.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Gifted to Jack and Maxine Zarrow at the Philbrook Museum's Realism Photorealism exhibition opening, Tulsa, OK, October, 1980.","Zarrow Collection, Oklahoma State University Archives",jmz.521,,Image,Lithographs,image/png,,print: 24 1/2 x 17 1/2 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.521.png,/objects/jmz.521.png,/objects/small/jmz.521_sm.jpg,/objects/thumbs/jmz.521_th.jpg
jmz.522,California poppies,"Adams, Mailr ",,Mailr Adams �81,1981,A print of a clear cylindrical glass vase containing water and holding four orange poppies.,upper edge wrinkled; light soiling along the bottom edge,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the DeYoung Museum, San Francisco, CA. The Zarrows were in San Francisco for a U. J. international conference.","Zarrow Collection, Oklahoma State University Archives",jmz.522,,Image,Lithographs,image/png,,print: 22 1/2 x 23 1/2 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.522.png,/objects/jmz.522.png,/objects/small/jmz.522_sm.jpg,/objects/thumbs/jmz.522_th.jpg
jmz.523,Gardiner's Bay,"Moran, Thomas",,"Moran 1883 (printed, lower left)",1883,An etching of a tree-covered hillside with a house in the distance and a bay in the foreground. A kind of wood structure is on the beach of the bay. There are four cancelling lines drawn across the print.,creasing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Gifted to Jack and Maxine Zarrow by Ann Morand, Art Curator, Gilcrease Museum, Tulsa, OK, 1986.","Zarrow Collection, Oklahoma State University Archives",jmz.523,,Image,Etching (printing process),image/png,,print: 22 x 30 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.523.png,/objects/jmz.523.png,/objects/small/jmz.523_sm.jpg,/objects/thumbs/jmz.523_th.jpg
jmz.524,Bandits of leafy hollow,"Kercher, Robert A.",,"Robert A. Kercher '80 (script, lower right margin)",1980,"A silkscreen of a forest floor featuring a hollow log with large leaves all around it. From left to right, the leaves gradually turn into the faces of raccoons. At the open end of the log, on the right, there are the faces of four raccoons. The artist describes this as the ""permutation"" of one image turning into another.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the C. M. Russell Museum, Great Falls, MT, December 29, 1980.","Zarrow Collection, Oklahoma State University Archives",jmz.524,,Image,Screen printing,image/png,,print: 11 x 23 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.524.png,/objects/jmz.524.png,/objects/small/jmz.524_sm.jpg,/objects/thumbs/jmz.524_th.jpg
jmz.525,Camille's elusive butterflies,"Kercher, Robert A.",,"Robert A. Kercher '80 (script, lower right margin)",1980,"A silkscreen of an autumn scene with an alert calico cat facing right with its head turned toward viewer watching butterflies. To the left of the cat there is the branch of an oak tree with the leaves falling off and blowing to the right. From left to right, the leaves gradually take the form of a butterfly. On the far right there are six butterflies. The artist describes this as the ""permutation"" of one image turning into another.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the C. M. Russell Museum, Great Falls, MT, December 29, 1980.","Zarrow Collection, Oklahoma State University Archives",jmz.525,,Image,Screen printing,image/png,,print: 115 1/4 x 24 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.525.png,/objects/jmz.525.png,/objects/small/jmz.525_sm.jpg,/objects/thumbs/jmz.525_th.jpg
jmz.526,Great eggscape,"Kercher, Robert A.",,"Robert A. Kercher '80 (script, lower right margin)",1980,"A silkscreen of a large egg with multiple, mostly uniform, cracks that are vaguely hexagonal. From right to left, they gradually take the shape of a chicken and move off of the egg into a flock of chickens. There are 21 fully formed chickens at the bottom of the print. The artist describes this as the ""permutation"" of one image into another.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the C. M. Russell Museum, Great Falls, MT, December 29, 1980.","Zarrow Collection, Oklahoma State University Archives",jmz.526,,Image,Screen printing,image/png,,print: 18 x 17 1/2 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.526.png,/objects/jmz.526.png,/objects/small/jmz.526_sm.jpg,/objects/thumbs/jmz.526_th.jpg
jmz.527,Chips off the ol' block,"Kercher, Robert A.",,"Robert A. Kercher (script, lower right margin)",,"A silkscreen of a close-up of a forest scene. In the upper right hand corner, there is a lower portion of a pine tree with large pinecones hanging down. From the base of the tree to the lower left, the pinecones gradually take the shape of a chipmunk. On the left there are six complete chipmunks. The artist describes this as the ""permutation"" of one image into another.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the C. M. Russell Museum, Great Falls, MT, December 29, 1980.","Zarrow Collection, Oklahoma State University Archives",jmz.527,,Image,Screen printing,image/png,,print: 19 x 24 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.527.png,/objects/jmz.527.png,/objects/small/jmz.527_sm.jpg,/objects/thumbs/jmz.527_th.jpg
jmz.528,Humming bird dancer,"Crumbo, Woodrow Wilson",Potawatomi (culture or style),"Woody Crumbo (script, lower right); Crumbo (printed, lower right)",,"A silkscreen of a Plains Native American ceremonial war dancer in full regalia. He appears to move to the right as his knees and feet are facing that direction, while his upper torso is facing the viewer and his head is turned to the left. As he dances his knees are bent, and his right leg is raised while his left foot is on the floor. He is wearing a feathered roach headdress and large feathered arm and tail rosettes. His body is painted blue and he is wearing a red breechclout. In addition, he is wearing beaded bow guards, calf bands and moccasins. In his hands, he is holding black scalp locks. A fringed and beaded pouch is hanging from his belt.",undamaged; acidic mats; backing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.",,"Zarrow Collection, Oklahoma State University Archives",jmz.528,,Image,Screen printing,image/png,,image: 12 x 9 in.; matted: 24 x 20 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.528.png,/objects/jmz.528.png,/objects/small/jmz.528_sm.jpg,/objects/thumbs/jmz.528_th.jpg
jmz.529,Scalp dancer,"Crumbo, Woodrow Wilson",Potawatomi (culture or style),"Woody Crumbo (script, lower right); Crumbo (printed, lower right)",,"A silkscreen of a Plains Native American ceremonial war dancer in full regalia. As he dances, he is facing the viewer with his right knee bent and raised at waist height and his lower leg slanted to the right. His left knee is bent with his foot on the floor. His left arm is bent and he is holding a scalp in his left hand. In the hand of his outstretched and raised right arm, he is holding a feathered fan. In addition to black body paint, he is wearing a feathered roach headdress, large feathered arm and tail rosettes, a long red breechclout, beaded bow guards, lower leg bands and moccasins. He is also wearing ankle bells.",undamaged; acidic mats; backing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.",,"Zarrow Collection, Oklahoma State University Archives",jmz.529,,Image,Screen printing,image/png,,image: 12 x 9 in.; matted: 24 x 20 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.529.png,/objects/jmz.529.png,/objects/small/jmz.529_sm.jpg,/objects/thumbs/jmz.529_th.jpg
jmz.53,Untitled (Two seated figures with fans),"Geionety, George",Kiowa (culture or style); Comanche (culture or style),"Geionety (printed, lower right)",,"A painting of two Native American men seated and facing each other. Each one has feathers in his hair, orange paint on his face and a feathered beaded fan in his right hand. The man on the right is dressed in fringed buckskin and a blue blanket. The man on the left is wrapped in a pink and black blanket. On the ground behind each man is a box used to hold ceremonial objects.","there is a groove about 1 3/4"" long ending at the fan on the left, a dent near left edge; museum mounting","The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from David Pierce Antiques, Santa Fe, NM, September 1, 1991. On a sticker on the dust cover: ""Property of Maxine and Jack Zarrow...; Geo. Geionety, 9/1/91, b 1913 Kiowa (culture or style); watercolor, 1959... Comanche per Jean Snodgrass King book. Purchased from David Pierce Antiques, Santa Fe, NM...""","Zarrow Collection, Oklahoma State University Archives",jmz.53,,Image,Tempera,image/png,Wood (plant material),image: 10 7/8 x 16 7/8 in.; framed: 18 x 24 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.53.png,/objects/jmz.53.png,/objects/small/jmz.53_sm.jpg,/objects/thumbs/jmz.53_th.jpg
jmz.530,Eagle dancer,"Crumbo, Woodrow Wilson",Potawatomi (culture or style),"Woody Crumbo (script, lower right); Crumbo (printed, lower right)",,"A silkscreen of a Plains Native American eagle dancer in motion. He is facing the viewer with his head turned to the left. His legs are in a side lunge position with his right leg bent and his left straight. He is wearing feathered wing-like decorations on his arms. His right arm is curved over his head. His left arm is curved down to his left. He is wearing blue body paint with designs painted on his legs. In addition, he is wearing a feathered roach headdress, a beaded collar, beaded arm and lower-leg bands and beaded moccasins.",undamaged; acidic mats; backing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.",,"Zarrow Collection, Oklahoma State University Archives",jmz.530,,Image,Screen printing,image/png,,image: 12 x 9 in.; matted: 24 x 20 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.530.png,/objects/jmz.530.png,/objects/small/jmz.530_sm.jpg,/objects/thumbs/jmz.530_th.jpg
jmz.531,Buffalo dancer,"Crumbo, Woodrow Wilson",Potawatomi (culture or style),"Woody Crumbo (script, lower right); Crumbo (printed, lower right)",,"A silkscreen of a Plains Native American buffalo dancer wearing a buffalo hide complete with horns and a tail. He is wearing the horns as a headdress and the hide is hanging down his back. He is facing right as he dances with his right leg bent and raised at waist height. He is leaning back slightly and looking upward. The area around his eyes is painted with a red-and-white band and a red, blue and black design is painted down the outside of his legs. He is wearing a red breechclout and lower-leg wraps made out of buffalo fur. He is holding a knife in his right hand and a decorated shield on his left arm. This painting was done on a gray background.",undamaged; acidic mats; backing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.",,"Zarrow Collection, Oklahoma State University Archives",jmz.531,,Image,Screen printing,image/png,,image: 12 x 9 in.; matted: 24 x 20 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.531.png,/objects/jmz.531.png,/objects/small/jmz.531_sm.jpg,/objects/thumbs/jmz.531_th.jpg
jmz.532,Crow dancer,"Crumbo, Woodrow Wilson",Potawatomi (culture or style),"Woody Crumbo (script, lower right); Crumbo (printed, lower right)",,"A silkscreen of a Plains Native American dancer in motion. The dancer is facing away from the viewer and slightly to his right. His right knee is bent and raised to his waist as he pushes off with his left foot. His body is painted black with parallel designs on his thighs. He is wearing a feathered roach headdress, feathered arm rosettes, a feathered tail bustle, a fully beaded vest and a long red breechclout.",undamaged; acidic mats; backing,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.",,"Zarrow Collection, Oklahoma State University Archives",jmz.532,,Image,Screen printing,image/png,,image: 12 x 9 in.; matted: 24 x 20 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.532.png,/objects/jmz.532.png,/objects/small/jmz.532_sm.jpg,/objects/thumbs/jmz.532_th.jpg
