objectid,title,creator,subject,date,description,provenance,source,identifier,type,MEDIA,format,rights,rightsstatement,fileid,extension,object_location,image_small,image_thumb
JMZ.340,untitled - portrait of man w/bear claw necklace,"Kaskaskee, David",Otoe; Missouri,1992,a pencil portrait of a longhaired Indian man facing the viewer.  He has a single feather at the back of his head and is wearing a hare pipe bone choker and a bear claw necklace.  A cross pendent earring hangs from his left ear lobe.,"Purchased by Mr. and Mrs. Jack Zarrow at The Art Market, Tulsa, Oklahoma, March 10, 1992. Taped to dust cover:  Business card - The Art Market;  Artist:  David Kaskaskee; Medium:  pencil; Price:  $250.00. On dust cover:  untitled by David Kaskaskee; pencil, March 1992; 250.00. ","Zarrow Collection, Oklahoma State University Archives",JMZ.340,Image,pencil,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.340,png,/objects/JMZ.340.png,/objects/small/jmz.340_sm.jpg,/objects/thumbs/jmz.340_th.jpg
JMZ.341,Wontan Throne (on Certificate of Title),"Love, Ralph",,1979,"A painting of the Grand Canyon, Arizona with the sun breaking through clouds and lighting up a portion of the canyon.","Purchased by Mr. and Mrs. Jack Zarrow at La Galeria, Sedona, Arizona, April 20, 1979. Bill of Sale and Certificate of Title:  This certifies that Mr. and Mrs. Jack Zarrow has duly purchased from La Galeria, Sedona, Arizona (agent), The Work of Art titled ""Wotan Throne"" 14 X 18 painted in oil By the Artist Ralph Love for the sum of Nine hundred dollars $900.00 and is paid in full.  Dated this day, the Twentieth of April 1979 Sedona Arizona  La Galeria - Ernestine Nestler, Owner (signature). Brass plaque:  ""Great Wotan"", Ralph Love. On stretcher:  #1638 ""Wotan"", R. Love 3/79. On frame:  14"" X 18"", oil, ""Great Wotan""  3/1979, Ralph Love.","Zarrow Collection, Oklahoma State University Archives",JMZ.341,Image,oil on canvas,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.341,png,/objects/JMZ.341.png,/objects/small/jmz.341_sm.jpg,/objects/thumbs/jmz.341_th.jpg
JMZ.342,The Golden Years,"Love, Ralph",,1980-04,A painting of a desert canyon as seen from the floor of the canyon.  The sun shines down on some trees (smoke trees) turning them to orange and gold against the shadowed rock face of the canyon wall. ,"Purchased by Mr. and Mrs. Jack Zarrow from Ralph Love, Temecula, California, April, 1980.  The Zarrows had seen other ""Smoke Trees"" by Mr. Love and requested he let them know when one was available. On dust cover:  ""The Golden Years"" painted in ""Painted Canyon"" near Palm Springs, CA; by Ralph Love; Smoke Tree; 36 X 30 oil.","Zarrow Collection, Oklahoma State University Archives",JMZ.342,Image,oil on canvas,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.342,png,/objects/JMZ.342.png,/objects/small/jmz.342_sm.jpg,/objects/thumbs/jmz.342_th.jpg
JMZ.343,untitled - man in wheelchair,"Rockwell, Norman",,,A reproduction of a painting depicting a very proud looking man wearing bib-overalls rolling his wheel chair toward the viewer's right.  The man holds a yellow lunch box on his lap and a check from Goodwill Industries in his left hand as he speeds his wheelchair along with his right hand.,"Given to Jack Zarrow in appreciation of his efforts on behalf of the Capitol Fund Drive for Goodwill Industries, Tulsa, Oklahoma, May 19, 1994.  Peggy Helmerich also received the same print for her efforts as Co-Chairman. Below Print:  This print is from the original Norman Rockwell painting presented to the Pittsfield, Massachusetts Goodwill in 1958 which now hangs in the Goodwill Industries International Offices in Bethesda, Maryland.  It expresses the jubilation felt by people with disabilities when they earn a wage in the workforce and has become a symbol of Goodwill Accomplishments.","Zarrow Collection, Oklahoma State University Archives",JMZ.343,Image,reproduction,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.343,png,/objects/JMZ.343.png,/objects/small/jmz.343_sm.jpg,/objects/thumbs/jmz.343_th.jpg
JMZ.344,Mt. Moran - Grand Tetons Wyoming  1972,"Halpern, David",,,A photograph of a mountain range with clouds in the distance and some overhead that are casting shadows in the foreground.,"Purchased by Mr. and Mrs. Jack Zarrow at the Mobile Art Gallery, Tulsa, Oklahoma, October 21, 1979. ","Zarrow Collection, Oklahoma State University Archives",JMZ.344,Image,photograph,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.344,png,/objects/JMZ.344.png,/objects/small/jmz.344_sm.jpg,/objects/thumbs/jmz.344_th.jpg
JMZ.345,Splashing Wave,"Warr, Dorothy",,,a painting of ocean waves breaking on a rock out-cropping with clouds and three sea gulls.,"Purchased by Jack Zarrow in Oregon when there for a Pipeliners meeting, 1965. On stretcher:  ""Splashing Wave""  16 X 20; Dorothy Warr, 1810 No. Park Ave., Ugene, Oregon.","Zarrow Collection, Oklahoma State University Archives",JMZ.345,Image,oil on canvas,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.345,png,/objects/JMZ.345.png,/objects/small/jmz.345_sm.jpg,/objects/thumbs/jmz.345_th.jpg
JMZ.346,untitled - four paintings of African life scenes,"Hrpe, Lohling",,,"Four paintings mounted in one frame of fishing scenes in Ghana, Africa.  The scenes show native dwellings made of vegetal materials, native fishing boats, palm trees, men fishing, and women going about their daily tasks.","Purchased by Mr. and Mrs. Jack Zarrow while in Accra, Ghana, Africa on a business trip, December 1976. On dust cover:  Dec. 1976 Accra, Ghana.","Zarrow Collection, Oklahoma State University Archives",JMZ.346,Image,watercolor/pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.346,png,/objects/JMZ.346.png,/objects/small/jmz.346_sm.jpg,/objects/thumbs/jmz.346_th.jpg
JMZ.347,Independence Day in Ghana,"Bartimeus, Albert Osabu",,1968,An impressionistic painting of a closely grouped crowd of people.  The man on the viewer's left is carrying a green flag.  To his left is a man shooting a gun in the air and to his left (viewer's right) is a man playing a flute like musical instrument.  The people behind them are in distinct - only suggested.,"Purchased by Mr. and Mrs. Jack Zarrow in Accra, Ghana, Africa, January 2, 1978.  Mr. Zarrow wanted some paintings of the Ghanaian culture and his friend, Bill St. Johns acquired four paintings by A. O. Bartimeus for him. ","Zarrow Collection, Oklahoma State University Archives",JMZ.347,Image,oil on board,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.347,png,/objects/JMZ.347.png,/objects/small/jmz.347_sm.jpg,/objects/thumbs/jmz.347_th.jpg
JMZ.348,Mourning party,"Bartimeus, Albert Osabu",,1977,"An impressionistic painting of a group of women under a tent like structure in the middle of some buildings (city street?).  There are 10 figures.  Slightly to the viewer's right of center, is a woman dressed in blue being supported by two other women.  To their left are three seated women, one (in blue) with her head bowed.","Purchased by Mr. and Mrs. Jack Zarrow from Accra, Ghana, Africa, ca. 1978.  Mr. Zarrow wanted some paintings of the Ghanaian culture and his friend, Bill St. Johns acquired four paintings by A. O. Bartimeus for him. ","Zarrow Collection, Oklahoma State University Archives",JMZ.348,Image,oil on canvas,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.348,png,/objects/JMZ.348.png,/objects/small/jmz.348_sm.jpg,/objects/thumbs/jmz.348_th.jpg
JMZ.349,untitled - three men and a ball,unknown (A. O. Bartimeus ?) (Albert Osabu),,,"A somewhat abstract painting of three men, one in front of the others.  They are dressed in blue and wear pillbox shaped hats.  The man in front is singing and holding a large ball in his hands.  The man to his right (over his right shoulder) is playing a flute and the man behind him, to his left, is singing.","Purchased by Mr. and Mrs. Jack Zarrow in Accra, Ghana, Africa, ca. 1978.  At Mr. Zarrow's request, Bill St. Johns, a friend of his, acquired four paintings by this artist for him.  Mr. Zarrow later learned that A. O. Bartimeus was one of the leading artists in Ghana.","Zarrow Collection, Oklahoma State University Archives",JMZ.349,Image,oil on canvas,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.349,png,/objects/JMZ.349.png,/objects/small/jmz.349_sm.jpg,/objects/thumbs/jmz.349_th.jpg
JMZ.35,Seminole mother,"Beaver, Fred",Creek,1980,A painting of a woman in traditional Seminole dress sitting under a tree.  There is a young girl to her right and a dog laying in front of her.  Further to her right there are two young men playing a stick game and in the background a Seminole village.,"Purchased by Mr. and Mrs. Zarrow from the artist, May 16, 1980. On a sticker on dust cover:  ""Fred Beaver (1911 1980); Seminole Mother; gouache; 1980; collection Maxine and Jack Zarrow.","Zarrow Collection, Oklahoma State University Archives",JMZ.35,Image,gouache,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.35,png,/objects/JMZ.35.png,/objects/small/jmz.35_sm.jpg,/objects/thumbs/jmz.35_th.jpg
JMZ.350,Avenue of trees (Bourre Gardens),"Bartimeus, Albert Osabu",,1977,An impressionistic painting of a road or path with a row of trees on both sides - their branches meet overhead.  In the viewer's upper right a city can be seen.  Two people (backs to viewer) are walking down the road.,"Purchased by Mr. and Mrs. Jack Zarrow in Kumassi, Ghana, Africa, January 2, 1978.  It is a painting of an area of the Bourre Gardens.  Mr. Zarrow wanted some paintings of the Ghanaian culture and his friend, Bill St. Johns, acquired four by A. O. Bartimeus for him. On dust cover:  Jan/2/1978; Kumassi, Ghana, 15.","Zarrow Collection, Oklahoma State University Archives",JMZ.350,Image,oil on board,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.350,png,/objects/JMZ.350.png,/objects/small/jmz.350_sm.jpg,/objects/thumbs/jmz.350_th.jpg
JMZ.351,Ball of wisdom,"Bartimeus, Albert Osabu",,1971,An impressionistic painting of a gathering of people (+ or - 15).  In the foreground (to viewer's left) is a man holding a large round ceramic vessel with a red rope around it.  In front of him (center of painting) is a man wearing green pants with his back to the viewer.  To the viewer's right is a man with a drum hanging from his shoulder by a red strap.  Everyone is bare foot.,"Purchased by Mr. and Mrs. Jack Zarrow in Accra, Ghana, Africa, January 2, 1978.  Mr. Zarrow wanted some paintings of the Ghanan culture and his friend, Bill St. Johns acquired four paintings by A. O. Bartimeus for him.  Mr. Zarrow later learned that A. O. Bartimeus was one of the most prominent artists in Ghana.","Zarrow Collection, Oklahoma State University Archives",JMZ.351,Image,oil on board,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.351,png,/objects/JMZ.351.png,/objects/small/jmz.351_sm.jpg,/objects/thumbs/jmz.351_th.jpg
JMZ.352,Untitled (Men with canoes at sunset),"Bentil, Ekaw",,1976,An impressionistic painting of twenty men as they bring four canoe like vessels to shore.  The scene is lit by a brilliant yellow and red sunset.,"Purchased by Mr. and Mrs. Jack Zarrow in a park across from the hotel they were staying in Accra, Ghana, Africa, December, 19, 1976. On sticker on dust cover:  From the Library of Jack Zarrow; Ghana scene - Ghanaian artist; 12/19/76.","Zarrow Collection, Oklahoma State University Archives",JMZ.352,Image,oil on canvas,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.352,png,/objects/JMZ.352.png,/objects/small/jmz.352_sm.jpg,/objects/thumbs/jmz.352_th.jpg
JMZ.353,Untitled (Concert),"Bentil, Ekaw",,1981,An impressionistic painting of a seated audience (ten in 1st row) listening to a group of three drummers (viewer's right foreground).  In the background are four round dwellings with bright colored domed roofs.,"Purchased by Mr. and Mrs. Jack Zarrow from Ekaw Bentil in a park across from their hotel, Accra, Ghana, Africa, ca. 1981. On Dust cover:  17.","Zarrow Collection, Oklahoma State University Archives",JMZ.353,Image,oil on canvas,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.353,png,/objects/JMZ.353.png,/objects/small/jmz.353_sm.jpg,/objects/thumbs/jmz.353_th.jpg
JMZ.354,untitled - African market scene,Krotei-Tetteh (Emmanuel Krotei Tetteh),,1981,A drawing of women in an African outdoor market.  In the center of the drawing are two women with large baskets balanced on their heads.  One (viewer's left) faces the viewer's right and the other (viewer's right) has her back to the viewer as she walks away.  She supports the basket with her right hand.  They are wearing thong sandals on their feet.,"Purchased by Mr. and Mrs. Jack Zarrow in an art gallery in Accra, Ghana, Africa, ca. 1981. On dust cover:  4/2/91.","Zarrow Collection, Oklahoma State University Archives",JMZ.354,Image,pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.354,png,/objects/JMZ.354.png,/objects/small/jmz.354_sm.jpg,/objects/thumbs/jmz.354_th.jpg
JMZ.355,untitled - African market scene,Krotei-Tetteh (Emmanuel Krotei Tetteh),,1981,"A drawing of women in an African outdoor market.  In the foreground is a woman seated behind the produce she is selling.  To her right is a woman standing behind her produce display.  in the middle ground, to the viewer's left, are two women about to pick up a large basket.  Beyond them is a woman with an infant tied to her back and other women standing with baskets balanced on their heads.","Purchased by Mr. and Mrs. Jack Zarrow in an art gallery in Accra, Ghana, Africa, ca. 1981. On Dust cover:  4/2/91.","Zarrow Collection, Oklahoma State University Archives",JMZ.355,Image,pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.355,png,/objects/JMZ.355.png,/objects/small/jmz.355_sm.jpg,/objects/thumbs/jmz.355_th.jpg
JMZ.356,untitled - woman and musical instrument,Unknown,,,A batik of a woman wearing a turban and holding a stringed musical instrument.  An arched doorway frames her.,"Purchased by Mr. and Mrs. jack Zarrow in Gambia, West Africa, ca. 1976. On dust cover:  Batik; Gambia, West Africa; 2.","Zarrow Collection, Oklahoma State University Archives",JMZ.356,Image,Batik,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.356,png,/objects/JMZ.356.png,/objects/small/jmz.356_sm.jpg,/objects/thumbs/jmz.356_th.jpg
JMZ.357,Untitled (Teepee),"Battles, Asa",Choctaw,,A drawing of a Plains Indian teepee in a forest.  There is a buffalo skull on a post in front of it and meat drying on a rack behind it.  There is a wash of blue in the sky area and of gold on the ground area.,"Purchased by Mr. and Mrs. Jack Zarrow at the Indian Paintbrush Gallery, Siloam Springs, Arkansas, October 27, 1980.","Zarrow Collection, Oklahoma State University Archives",JMZ.357,Image,scratch board and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.357,png,/objects/JMZ.357.png,/objects/small/jmz.357_sm.jpg,/objects/thumbs/jmz.357_th.jpg
JMZ.358,Untitled (Indian man on horse),"Battles, Asa",Choctaw,,A drawing of an Indian man sitting on a horse as he looks toward two teepees in the background.,"Purchased by Mr. and Mrs. Jack Zarrow at The Indian Paintbrush Gallery, Siloam springs, Arkansas, October 27, 1980. Stickers on dust cover:  Z-11 Battles; Indian on Horse and 11TH CADE.","Zarrow Collection, Oklahoma State University Archives",JMZ.358,Image,scratch board and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.358,png,/objects/JMZ.358.png,/objects/small/jmz.358_sm.jpg,/objects/thumbs/jmz.358_th.jpg
JMZ.359,Untitled (Eagle head and shield),"Battles, Asa",Choctaw,,A drawing of an eagles head with a shield on a stand in front of it.  There is a wash of blue in the sky and gold in the ground area.,"Purchased by Mr. and Mrs. Jack Zarrow at the Indian Paintbrush Gallery, Siloam Springs, Arkansas, October 27, 1980. Stickers on dust cover:  Z-9 Battles; eagle and 11TH CADE.","Zarrow Collection, Oklahoma State University Archives",JMZ.359,Image,scratch board and Ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.359,png,/objects/JMZ.359.png,/objects/small/jmz.359_sm.jpg,/objects/thumbs/jmz.359_th.jpg
JMZ.36,Green Corn Dance,"Weedle, Star (Starrlene) Tehee",Cherokee,,A painting of three women with their backs to the viewer.  Their feet are bare and they are dressed in calico dresses.  They are holding baskets full of corn on their heads.,"Purchased by Mr. and Mrs. Jack Zarrow at an Allard Auction held in Santa Fe, NM to benefit the Institute of American Indian Art Scholarship fund, December, 1990.  The artists donated the objects that were auctioned.  In addition to this painting the Zarrows purchased a number of other items including a turquoise necklace and a silver canteen.","Zarrow Collection, Oklahoma State University Archives",JMZ.36,Image,acrylic,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.36,png,/objects/JMZ.36.png,/objects/small/jmz.36_sm.jpg,/objects/thumbs/jmz.36_th.jpg
JMZ.360,untitled - street scene,"Siorhello, A.",,,A painting of an Italian street scene with two people conversing in the foreground (viewer's left). Probably autumn because the trees are loosing their leaves.,Purchased by Mr. and Mrs. Jack Zarrrow on a trip to Italy. On dust cover:  4/1/91. ,"Zarrow Collection, Oklahoma State University Archives",JMZ.360,Image,oil on board,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.360,png,/objects/JMZ.360.png,/objects/small/jmz.360_sm.jpg,/objects/thumbs/jmz.360_th.jpg
